id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,first_completed_date,vehicle_make,vehicle_model,vehicle_year
52689,Vale do Sol,ios web,Referral,1/27/23,1/27/23,1/28/23,2/5/23,Toyota,Corolla,2016.0
52690,Vila Rica,mac,Paid,1/18/23,1/18/23,,,,,
52691,Vale do Sol,ios web,Paid,1/13/23,,,,,,
52692,Vale do Sol,mac,Organic,1/30/23,1/30/23,,,,,
52693,Vale do Sol,ios web,Organic,1/16/23,1/20/23,,,,,
52694,Vila Rica,ios web,Organic,1/6/23,,,,,,
52695,Vale do Sol,ios web,Organic,1/14/23,1/14/23,,,,,
52696,Vale do Sol,ios web,Paid,1/22/23,1/23/23,2/1/23,,Hyundai,Elantra,2011.0
52697,Porto Seguro,ios web,Paid,1/2/23,,,,,,
52698,Porto Seguro,mac,Referral,1/22/23,1/22/23,1/25/23,1/26/23,Honda,Accord,2007.0
52699,Vila Rica,mac,Referral,1/8/23,1/12/23,,,,,
52700,Vale do Sol,ios web,Referral,1/21/23,1/21/23,,,,,
52701,Vila Rica,windows,Organic,1/6/23,,,,,,
52702,Vale do Sol,android web,Paid,1/28/23,2/1/23,2/7/23,,Honda,Civic,2013.0
52703,Porto Seguro,other,Referral,1/12/23,,,,,,
52704,Vale do Sol,android web,Paid,1/22/23,1/23/23,2/5/23,,Chevrolet,Impala,2011.0
52705,Vale do Sol,mac,Paid,1/9/23,1/12/23,,,,,
52706,Vale do Sol,android web,Referral,1/17/23,1/17/23,1/18/23,1/18/23,Volkswagen,Passat,2013.0
52707,Vila Rica,other,Referral,1/10/23,1/10/23,1/14/23,1/14/23,Ford,Edge,2015.0
52708,Vila Rica,ios web,Organic,1/23/23,1/24/23,1/26/23,1/27/23,Toyota,Prius V,2013.0
52709,Vale do Sol,ios web,Organic,1/30/23,1/31/23,2/2/23,2/4/23,Chevrolet,Cobalt,2010.0
52710,Vale do Sol,windows,Paid,1/4/23,1/5/23,,,,,
52711,Vila Rica,ios web,Paid,1/30/23,,,,,,
52712,Vale do Sol,ios web,Paid,1/23/23,,,,,,
52713,Vila Rica,android web,Paid,1/13/23,,,,,,
52714,Vila Rica,other,Paid,1/17/23,1/18/23,,,,,
52715,Vale do Sol,android web,Paid,1/2/23,1/2/23,,,,,
52716,Vale do Sol,android web,Referral,1/20/23,1/21/23,,,,,
52717,Vale do Sol,android web,Referral,1/28/23,1/28/23,2/1/23,,Toyota,Camry,2011.0
52718,Vale do Sol,other,Paid,1/11/23,1/11/23,1/13/23,,Jaguar,S-Type,2001.0
52719,Vale do Sol,android web,Referral,1/29/23,,,,,,
52720,Vila Rica,ios web,Paid,1/6/23,1/6/23,1/7/23,,Honda,Accord,2003.0
52721,Porto Seguro,android web,Organic,1/30/23,,,,,,
52722,Vale do Sol,android web,Referral,1/10/23,1/10/23,,,,,
52723,Porto Seguro,mac,Paid,1/4/23,1/9/23,1/10/23,,Mazda,MAZDA3,2015.0
52724,Vale do Sol,android web,Paid,1/3/23,1/4/23,,,,,
52725,Vale do Sol,android web,Referral,1/27/23,,,,,,
52726,Vale do Sol,ios web,Organic,1/19/23,1/20/23,1/28/23,1/31/23,Honda,Civic,2012.0
52727,Vale do Sol,android web,Referral,1/30/23,,,,,,
52728,Vila Rica,mac,Referral,1/31/23,2/2/23,2/6/23,2/9/23,Volkswagen,Passat,2012.0
52729,Vila Rica,android web,Referral,1/16/23,,,,,,
52730,Vale do Sol,ios web,Organic,1/2/23,,,,,,
52731,Vila Rica,windows,Paid,1/27/23,1/27/23,2/2/23,,Ford,Focus,2013.0
52732,Vale do Sol,mac,Referral,1/8/23,1/10/23,1/17/23,2/4/23,Toyota,Camry,2013.0
52733,Vale do Sol,ios web,Paid,1/18/23,1/22/23,1/24/23,,Toyota,Prius V,2015.0
52734,Porto Seguro,ios web,Paid,1/20/23,,,,,,
52735,Vale do Sol,windows,Paid,1/22/23,1/22/23,,,,,
52736,Vale do Sol,ios web,Paid,1/22/23,,,,,,
52737,Vale do Sol,mac,Referral,1/28/23,,,,,,
52738,Vale do Sol,android web,Referral,1/6/23,1/6/23,1/7/23,1/9/23,Nissan,Sentra,2014.0
52739,Porto Seguro,android web,Paid,1/16/23,1/18/23,,,,,
52740,Vila Rica,ios web,Referral,1/25/23,1/27/23,,,,,
52741,Vila Rica,other,Referral,1/12/23,,,,,,
52742,Vale do Sol,other,Organic,1/24/23,,,,,,
52743,Vila Rica,ios web,Referral,1/19/23,,,,,,
52744,Vale do Sol,ios web,Organic,1/14/23,1/15/23,1/19/23,,Kia,Rio,2014.0
52745,Vale do Sol,windows,Organic,1/28/23,1/28/23,1/29/23,,Toyota,Prius,2013.0
52746,Vale do Sol,ios web,Referral,1/3/23,1/5/23,,,,,
52747,Vale do Sol,android web,Paid,1/7/23,1/10/23,,,,,
52748,Vila Rica,mac,Referral,1/22/23,1/22/23,,,,,
52749,Vale do Sol,ios web,Paid,1/29/23,,,,,,
52750,Vale do Sol,ios web,Referral,1/20/23,,,,,,
52751,Vila Rica,other,Organic,1/14/23,1/17/23,1/19/23,1/30/23,Honda,Accord,2009.0
52752,Vale do Sol,windows,Paid,1/12/23,,,,,,
52753,Vila Rica,mac,Referral,1/13/23,1/15/23,1/16/23,1/26/23,Toyota,Corolla,2009.0
52754,Porto Seguro,mac,Paid,1/27/23,2/1/23,2/9/23,,Nissan,Rogue,2013.0
52755,Vila Rica,other,Paid,1/18/23,1/18/23,,,,,
52756,Porto Seguro,ios web,Paid,1/31/23,1/31/23,1/31/23,1/31/23,Toyota,Prius+,2012.0
52757,Vale do Sol,ios web,Paid,1/24/23,1/25/23,,,,,
52758,Vale do Sol,ios web,Paid,1/8/23,1/10/23,,,,,
52759,Vale do Sol,ios web,Referral,1/29/23,1/30/23,1/30/23,1/31/23,Nissan,Altima,2014.0
52760,Vale do Sol,other,Paid,1/4/23,1/4/23,,,,,
52761,Vale do Sol,windows,Referral,1/17/23,,,,,,
52762,Vila Rica,android web,Paid,1/31/23,2/5/23,2/7/23,,Lexus,RX,2009.0
52763,Porto Seguro,android web,Referral,1/14/23,1/14/23,,,,,
52764,Porto Seguro,ios web,Paid,1/25/23,1/30/23,,,,,
52765,Vale do Sol,ios web,Organic,1/5/23,1/5/23,,,,,
52766,Vila Rica,other,Organic,1/7/23,1/9/23,,,,,
52767,Vale do Sol,windows,Organic,1/21/23,,,,,,
52768,Vila Rica,windows,Paid,1/11/23,1/11/23,,,,,
52769,Vale do Sol,ios web,Organic,1/23/23,1/29/23,2/18/23,2/19/23,Kia,Optima,2013.0
52770,Vale do Sol,ios web,Paid,1/27/23,1/29/23,2/7/23,2/11/23,Toyota,Prius V,2015.0
52771,Vale do Sol,ios web,Referral,1/16/23,,,,,,
52772,Vale do Sol,android web,Organic,1/23/23,,,,,,
52773,Vale do Sol,android web,Organic,1/17/23,1/17/23,1/20/23,1/22/23,Dodge,Caliber,2010.0
52774,Vale do Sol,ios web,Referral,1/19/23,1/21/23,,,,,
52775,Vale do Sol,ios web,Paid,1/26/23,1/27/23,,,,,
52776,Vila Rica,mac,Referral,1/7/23,,,,,,
52777,Vale do Sol,android web,Referral,1/11/23,1/15/23,,,,,
52778,Vale do Sol,ios web,Referral,1/2/23,,,,,,
52779,Vale do Sol,ios web,Paid,1/11/23,,,,,,
52780,Vale do Sol,mac,Referral,1/8/23,,,,,,
52781,Vila Rica,mac,Referral,1/18/23,1/19/23,,,,,
52782,Vila Rica,windows,Paid,1/27/23,,,,,,
52783,Vale do Sol,ios web,Paid,1/14/23,1/14/23,1/16/23,1/16/23,Honda,Element,2006.0
52784,Vila Rica,android web,Organic,1/13/23,,,,,,
52785,Vale do Sol,mac,Paid,1/29/23,,,,,,
52786,Vila Rica,mac,Paid,1/4/23,1/4/23,,,,,
52787,Vale do Sol,android web,Paid,1/23/23,1/26/23,1/28/23,,Honda,Civic,2016.0
52788,Vila Rica,android web,Paid,1/20/23,,,,,,
52789,Vale do Sol,other,Paid,1/10/23,1/11/23,1/13/23,,Toyota,Camry,2009.0
52790,Vale do Sol,ios web,Organic,1/1/23,,,,,,
52791,Vila Rica,android web,Referral,1/11/23,1/15/23,,,,,
52792,Vale do Sol,ios web,Paid,1/4/23,,,,,,
52793,Vale do Sol,android web,Paid,1/10/23,,,,,,
52794,Vila Rica,android web,Paid,1/21/23,1/21/23,,,,,
52795,Porto Seguro,mac,Referral,1/24/23,1/26/23,2/2/23,2/5/23,Hyundai,Sonata,2011.0
52796,Vale do Sol,other,Referral,1/8/23,1/11/23,1/11/23,1/11/23,Kia,Optima,2012.0
52797,Vale do Sol,ios web,Referral,1/7/23,,,,,,
52798,Vale do Sol,other,Paid,1/26/23,1/27/23,2/3/23,2/3/23,Mazda,MAZDA3,2006.0
52799,Vale do Sol,android web,Paid,1/17/23,1/20/23,,,,,
52800,Vale do Sol,other,Paid,1/5/23,1/6/23,,,,,
52801,Vale do Sol,mac,Paid,1/27/23,,,,,,
52802,Vale do Sol,ios web,Referral,1/30/23,1/30/23,,,,,
52803,Vila Rica,windows,Referral,1/28/23,1/30/23,,,,,
52804,Porto Seguro,ios web,Paid,1/7/23,1/7/23,,,,,
52805,Porto Seguro,ios web,Organic,1/27/23,1/28/23,,,,,
52806,Vale do Sol,other,Paid,1/30/23,2/1/23,,,,,
52807,Vale do Sol,android web,Referral,1/31/23,2/2/23,,,,,
52808,Vale do Sol,windows,Paid,1/9/23,,,,,,
52809,Vila Rica,android web,Paid,1/7/23,1/7/23,1/13/23,,Mercedes-Benz,R-Class,2009.0
52810,Vila Rica,android web,Referral,1/11/23,1/14/23,,,,,
52811,Porto Seguro,ios web,Paid,1/29/23,1/30/23,2/3/23,,Nissan,Altima,2015.0
52812,Vale do Sol,ios web,Paid,1/27/23,,,,,,
52813,Vale do Sol,ios web,Referral,1/30/23,,,,,,
52814,Vale do Sol,ios web,Paid,1/14/23,1/16/23,,,,,
52815,Vale do Sol,android web,Referral,1/14/23,1/14/23,1/24/23,,Toyota,Corolla,2015.0
52816,Vale do Sol,android web,Organic,1/6/23,,,,,,
52817,Porto Seguro,other,Referral,1/20/23,,,,,,
52818,Vila Rica,mac,Organic,1/18/23,,,,,,
52819,Vila Rica,android web,Referral,1/14/23,1/14/23,,,,,
52820,Porto Seguro,ios web,Paid,1/25/23,,,,,,
52821,Porto Seguro,ios web,Organic,1/2/23,,,,,,
52822,Porto Seguro,ios web,Referral,1/25/23,1/25/23,1/28/23,2/2/23,Honda,CR-V,2007.0
52823,Vale do Sol,ios web,Referral,1/6/23,1/11/23,,,,,
52824,Vila Rica,windows,Paid,1/8/23,1/10/23,,,,,
52825,Vila Rica,ios web,Paid,1/11/23,1/13/23,1/13/23,,Hyundai,Elantra,2007.0
52826,Vila Rica,mac,Organic,1/15/23,1/21/23,1/28/23,,Toyota,Corolla,2009.0
52827,Vale do Sol,windows,Organic,1/25/23,1/25/23,,,,,
52828,Vila Rica,windows,Paid,1/23/23,1/23/23,1/24/23,,Honda,Accord,2015.0
52829,Vale do Sol,ios web,Referral,1/8/23,1/15/23,1/28/23,1/31/23,Toyota,Tundra,2012.0
52830,Vila Rica,mac,Paid,1/25/23,,,,,,
52831,Vila Rica,mac,Paid,1/2/23,1/4/23,1/7/23,,Toyota,Prius C,2015.0
52832,Porto Seguro,mac,Organic,1/1/23,,,,,,
52833,Porto Seguro,windows,Organic,1/15/23,1/17/23,1/24/23,,Ford,Taurus X,2005.0
52834,Vila Rica,android web,Referral,1/24/23,1/24/23,1/31/23,2/17/23,Nissan,Altima,2005.0
52835,Vila Rica,android web,Paid,1/8/23,1/8/23,,,,,
52836,Vale do Sol,android web,Referral,1/19/23,1/19/23,,,,,
52837,Vale do Sol,mac,Paid,1/24/23,1/24/23,,,,,
52838,Vila Rica,ios web,Paid,1/26/23,1/26/23,,,,,
52839,Vale do Sol,windows,Paid,1/26/23,1/26/23,1/27/23,,Toyota,Camry,2015.0
52840,Vila Rica,android web,Referral,1/13/23,1/13/23,,,,,
52841,Vale do Sol,windows,Paid,1/13/23,1/14/23,1/16/23,,Honda,Civic,2004.0
52842,Vila Rica,mac,Referral,1/2/23,,,,,,
52843,Vale do Sol,windows,Referral,1/21/23,1/21/23,1/24/23,3/4/23,Toyota,Prius,2015.0
52844,Porto Seguro,android web,Paid,1/10/23,1/13/23,,,,,
52845,Vila Rica,windows,Organic,1/30/23,1/31/23,1/31/23,,Toyota,Prius,2010.0
52846,Vale do Sol,android web,Paid,1/2/23,1/5/23,1/7/23,,Toyota,Camry,2015.0
52847,Porto Seguro,ios web,Paid,1/31/23,1/31/23,1/31/23,,Toyota,Prius,2011.0
52848,Vale do Sol,android web,Paid,1/30/23,,,,,,
52849,Vila Rica,ios web,Paid,1/15/23,1/15/23,1/21/23,,Hyundai,Accent,2015.0
52850,Vale do Sol,android web,Organic,1/8/23,1/8/23,,,,,
52851,Vila Rica,windows,Referral,1/3/23,,,,,,
52852,Vila Rica,windows,Paid,1/16/23,,,,,,
52853,Vila Rica,ios web,Organic,1/28/23,1/29/23,,,,,
52854,Vila Rica,ios web,Referral,1/22/23,1/24/23,,,,,
52855,Vila Rica,windows,Paid,1/21/23,1/22/23,,,,,
52856,Vale do Sol,windows,Paid,1/12/23,1/13/23,1/15/23,,Nissan,Altima,2015.0
52857,Vale do Sol,ios web,Referral,1/1/23,1/1/23,1/1/23,1/3/23,Volkswagen,Jetta,2010.0
52858,Vila Rica,ios web,Referral,1/2/23,1/7/23,1/8/23,,Mazda,MAZDA3,2015.0
52859,Vale do Sol,ios web,Paid,1/26/23,1/30/23,,,,,
52860,Vale do Sol,windows,Paid,1/11/23,,,,,,
52861,Vale do Sol,mac,Paid,1/11/23,1/14/23,1/16/23,3/1/23,Toyota,Camry,2013.0
52862,Porto Seguro,android web,Referral,1/19/23,,,,,,
52863,Vale do Sol,ios web,Organic,1/25/23,1/30/23,1/30/23,1/30/23,Nissan,Versa,2013.0
52864,Vale do Sol,ios web,Paid,1/13/23,1/13/23,1/22/23,,Toyota,Corolla,2012.0
52865,Vale do Sol,android web,Paid,1/6/23,1/9/23,,,,,
52866,Vale do Sol,android web,Organic,1/18/23,1/26/23,,,,,
52867,Vale do Sol,windows,Paid,1/25/23,1/26/23,,,,,
52868,Vila Rica,mac,Organic,1/9/23,1/13/23,,,,,
52869,Vale do Sol,windows,Referral,1/20/23,,,,,,
52870,Vila Rica,mac,Organic,1/14/23,1/16/23,,,,,
52871,Vale do Sol,ios web,Organic,1/9/23,1/10/23,,,,,
52872,Porto Seguro,mac,Organic,1/24/23,1/31/23,,,,,
52873,Porto Seguro,windows,Referral,1/21/23,,,,,,
52874,Vila Rica,ios web,Organic,1/8/23,1/11/23,1/13/23,,Nissan,Sentra,2014.0
52875,Vale do Sol,android web,Paid,1/28/23,,,,,,
52876,Vila Rica,ios web,Paid,1/22/23,,,,,,
52877,Vale do Sol,android web,Paid,1/30/23,2/1/23,,,,,
52878,Vale do Sol,ios web,Organic,1/17/23,1/20/23,2/4/23,,Toyota,Prius V,2010.0
52879,Vale do Sol,android web,Referral,1/12/23,1/12/23,1/17/23,1/20/23,Toyota,Prius V,2011.0
52880,Porto Seguro,android web,Organic,1/22/23,,,,,,
52881,Vale do Sol,mac,Organic,1/4/23,,,,,,
52882,Vale do Sol,ios web,Referral,1/31/23,1/31/23,2/7/23,3/3/23,Mercedes-Benz,ML 350,2014.0
52883,Vale do Sol,android web,Referral,1/14/23,1/14/23,1/15/23,1/22/23,Honda,Civic,2014.0
52884,Vale do Sol,ios web,Referral,1/12/23,1/13/23,,,,,
52885,Porto Seguro,other,Referral,1/4/23,1/4/23,1/14/23,1/28/23,Honda,Civic,2016.0
52886,Vale do Sol,android web,Organic,1/8/23,1/9/23,1/12/23,1/13/23,Honda,Accord,2012.0
52887,Vila Rica,android web,Referral,1/13/23,1/13/23,,,,,
52888,Vale do Sol,android web,Referral,1/3/23,1/5/23,,,,,
52889,Vila Rica,android web,Referral,1/19/23,,,,,,
52890,Vila Rica,android web,Paid,1/16/23,1/19/23,,,,,
52891,Vale do Sol,ios web,Organic,1/27/23,1/28/23,2/6/23,2/14/23,Hyundai,Elantra,2011.0
52892,Vila Rica,mac,Paid,1/1/23,,,,,,
52893,Vila Rica,ios web,Referral,1/20/23,1/21/23,1/22/23,2/15/23,Toyota,Prius C,2014.0
52894,Vila Rica,ios web,Paid,1/16/23,1/20/23,1/29/23,,Nissan,Altima,2015.0
52895,Porto Seguro,android web,Referral,1/17/23,1/20/23,,,,,
52896,Vale do Sol,other,Paid,1/26/23,,,,,,
52897,Vale do Sol,ios web,Paid,1/13/23,1/14/23,1/14/23,,Ford,Edge,2015.0
52898,Vale do Sol,ios web,Paid,1/23/23,,,,,,
52899,Vale do Sol,other,Paid,1/20/23,,,,,,
52900,Vale do Sol,ios web,Paid,1/24/23,1/27/23,,,,,
52901,Vale do Sol,ios web,Paid,1/31/23,,,,,,
52902,Vale do Sol,ios web,Paid,1/29/23,1/30/23,1/30/23,,Toyota,Prius,2013.0
52903,Vale do Sol,windows,Referral,1/4/23,1/6/23,,,,,
52904,Vale do Sol,android web,Referral,1/2/23,1/8/23,1/10/23,1/14/23,Nissan,Sentra,2015.0
52905,Vale do Sol,android web,Referral,1/22/23,1/22/23,2/7/23,2/7/23,Chrysler,300,2007.0
52906,Vale do Sol,ios web,Organic,1/23/23,,,,,,
52907,Vale do Sol,windows,Organic,1/26/23,1/27/23,,,,,
52908,Vale do Sol,windows,Paid,1/7/23,1/7/23,,,,,
52909,Vila Rica,mac,Referral,1/19/23,1/19/23,1/23/23,3/16/23,Ford,Fusion,2012.0
52910,Vale do Sol,android web,Paid,1/24/23,,,,,,
52911,Vila Rica,windows,Referral,1/7/23,1/8/23,,,,,
52912,Vale do Sol,other,Paid,1/8/23,,,,,,
52913,Vale do Sol,mac,Paid,1/1/23,1/1/23,,,,,
52914,Vale do Sol,ios web,Referral,1/23/23,1/23/23,1/23/23,,Toyota,Highlander,2002.0
52915,Porto Seguro,android web,Referral,1/2/23,1/5/23,1/7/23,1/8/23,Nissan,Versa,2013.0
52916,Vale do Sol,ios web,Paid,1/2/23,1/2/23,,,,,
52917,Vale do Sol,windows,Referral,1/15/23,,,,,,
52918,Vila Rica,android web,Paid,1/29/23,1/29/23,,,,,
52919,Vale do Sol,ios web,Referral,1/29/23,1/29/23,2/1/23,,Honda,Accord,2014.0
52920,Porto Seguro,ios web,Referral,1/11/23,1/13/23,,,,,
52921,Porto Seguro,android web,Paid,1/26/23,,,,,,
52922,Vale do Sol,other,Organic,1/20/23,,,,,,
52923,Porto Seguro,ios web,Organic,1/15/23,1/16/23,1/20/23,,Ford,C-Max Hybrid,2014.0
52924,Vale do Sol,android web,Referral,1/30/23,,,,,,
52925,Vale do Sol,android web,Referral,1/31/23,2/4/23,2/6/23,,Mazda,MAZDA6,2007.0
52926,Porto Seguro,android web,Paid,1/18/23,,,,,,
52927,Porto Seguro,ios web,Organic,1/7/23,,,,,,
52928,Vila Rica,android web,Organic,1/13/23,1/14/23,,,,,
52929,Vila Rica,android web,Paid,1/4/23,1/4/23,1/13/23,,Lincoln,Town Car,2004.0
52930,Vale do Sol,ios web,Paid,1/17/23,1/19/23,1/28/23,1/30/23,Toyota,Camry,2008.0
52931,Vale do Sol,windows,Referral,1/19/23,1/19/23,1/21/23,,Kia,Forte,2016.0
52932,Vila Rica,ios web,Paid,1/3/23,1/5/23,1/8/23,,Chevrolet,Suburban,2016.0
52933,Vale do Sol,other,Organic,1/28/23,1/30/23,2/1/23,,Honda,Accord,2015.0
52934,Porto Seguro,android web,Referral,1/27/23,1/28/23,,,,,
52935,Porto Seguro,mac,Paid,1/19/23,1/20/23,,,,,
52936,Porto Seguro,ios web,Referral,1/11/23,1/13/23,,,,,
52937,Vale do Sol,ios web,Organic,1/4/23,1/8/23,,,,,
52938,Vale do Sol,android web,Organic,1/2/23,1/2/23,,,,,
52939,Vila Rica,windows,Referral,1/3/23,,,,,,
52940,Porto Seguro,windows,Paid,1/20/23,1/22/23,,,,,
52941,Vale do Sol,windows,Referral,1/10/23,,,,,,
52942,Porto Seguro,ios web,Paid,1/25/23,,,,,,
52943,Vila Rica,ios web,Organic,1/19/23,1/19/23,,,,,
52944,Vila Rica,other,Paid,1/31/23,1/31/23,2/9/23,,Toyota,Corolla,2016.0
52945,Vale do Sol,windows,Paid,1/2/23,1/2/23,1/4/23,,Hyundai,Sonata,2015.0
52946,Vale do Sol,android web,Paid,1/23/23,,,,,,
52947,Vale do Sol,ios web,Organic,1/19/23,,,,,,
52948,Vila Rica,mac,Referral,1/3/23,1/5/23,1/6/23,2/15/23,Toyota,Highlander,2008.0
52949,Vila Rica,android web,Paid,1/22/23,1/23/23,1/25/23,,Lexus,ES,2003.0
52950,Vale do Sol,mac,Organic,1/11/23,,,,,,
52951,Vale do Sol,android web,Referral,1/2/23,1/4/23,1/4/23,1/29/23,Honda,Civic,2015.0
52952,Vale do Sol,android web,Paid,1/15/23,1/18/23,,,,,
52953,Vila Rica,ios web,Paid,1/17/23,1/19/23,1/19/23,1/19/23,Mercedes-Benz,CLA-Class,2014.0
52954,Vila Rica,mac,Paid,1/21/23,1/21/23,1/24/23,,Chevrolet,Malibu,2015.0
52955,Porto Seguro,android web,Paid,1/2/23,1/2/23,,,,,
52956,Porto Seguro,ios web,Referral,1/1/23,1/5/23,,,,,
52957,Vila Rica,android web,Referral,1/10/23,1/11/23,1/11/23,1/13/23,Lexus,IS,2015.0
52958,Vale do Sol,windows,Paid,1/22/23,,,,,,
52959,Vale do Sol,mac,Paid,1/8/23,,,,,,
52960,Vale do Sol,ios web,Referral,1/29/23,1/29/23,,,,,
52961,Porto Seguro,android web,Referral,1/11/23,1/12/23,,,,,
52962,Vila Rica,android web,Paid,1/7/23,1/14/23,,,,,
52963,Porto Seguro,android web,Referral,1/28/23,1/31/23,,,,,
52964,Vale do Sol,ios web,Paid,1/18/23,,,,,,
52965,Vale do Sol,mac,Referral,1/19/23,1/20/23,,,,,
52966,Vila Rica,android web,Paid,1/7/23,1/8/23,1/9/23,,Mazda,MAZDA6,2011.0
52967,Porto Seguro,windows,Paid,1/26/23,1/28/23,,,,,
52968,Vila Rica,ios web,Paid,1/19/23,1/19/23,,,,,
52969,Porto Seguro,android web,Paid,1/30/23,2/7/23,2/18/23,,Jeep,Cherokee,2016.0
52970,Porto Seguro,mac,Referral,1/2/23,1/2/23,,,,,
52971,Vale do Sol,ios web,Organic,1/5/23,1/5/23,1/6/23,1/17/23,Kia,Optima,2013.0
52972,Vale do Sol,mac,Organic,1/6/23,1/6/23,1/7/23,,Toyota,4Runner,2008.0
52973,Vila Rica,ios web,Paid,1/7/23,1/8/23,1/12/23,3/4/23,Mazda,MAZDA3,2015.0
52974,Vale do Sol,android web,Paid,1/8/23,1/8/23,,,,,
52975,Vale do Sol,mac,Paid,1/9/23,,,,,,
52976,Vale do Sol,mac,Paid,1/7/23,1/10/23,,,,,
52977,Vila Rica,other,Paid,1/27/23,1/29/23,2/3/23,,Mercury,Mariner,2009.0
52978,Vale do Sol,mac,Paid,1/27/23,,,,,,
52979,Vale do Sol,mac,Paid,1/7/23,1/8/23,,,,,
52980,Vila Rica,windows,Referral,1/6/23,1/6/23,,,,,
52981,Porto Seguro,ios web,Referral,1/6/23,,,,,,
52982,Vale do Sol,android web,Referral,1/29/23,,,,,,
52983,Vale do Sol,android web,Paid,1/4/23,1/5/23,,,,,
52984,Vale do Sol,ios web,Paid,1/20/23,,,,,,
52985,Vila Rica,ios web,Paid,1/27/23,1/27/23,,,,,
52986,Vale do Sol,windows,Referral,1/16/23,,,,,,
52987,Vale do Sol,mac,Paid,1/8/23,,,,,,
52988,Vila Rica,mac,Paid,1/5/23,,,,,,
52989,Vale do Sol,ios web,Paid,1/8/23,1/8/23,1/8/23,1/9/23,Toyota,Corolla,2010.0
52990,Vale do Sol,android web,Organic,1/26/23,1/26/23,,,,,
52991,Vale do Sol,windows,Referral,1/18/23,,,,,,
52992,Vila Rica,android web,Paid,1/24/23,1/24/23,,,,,
52993,Vale do Sol,windows,Paid,1/6/23,1/6/23,,,,,
52994,Vila Rica,ios web,Organic,1/4/23,1/6/23,,,,,
52995,Vale do Sol,android web,Paid,1/26/23,1/29/23,,,,,
52996,Vale do Sol,android web,Paid,1/21/23,,,,,,
52997,Porto Seguro,mac,Paid,1/25/23,,,,,,
52998,Vale do Sol,mac,Organic,1/14/23,1/15/23,,,,,
52999,Vale do Sol,mac,Paid,1/30/23,1/31/23,,,,,
53000,Vale do Sol,ios web,Organic,1/30/23,,,,,,
53001,Vale do Sol,ios web,Organic,1/13/23,,,,,,
53002,Vale do Sol,android web,Paid,1/2/23,,,,,,
53003,Vale do Sol,ios web,Organic,1/30/23,2/1/23,2/2/23,,Hyundai,Sonata,2013.0
53004,Vale do Sol,ios web,Paid,1/17/23,1/18/23,,,,,
53005,Vale do Sol,windows,Paid,1/25/23,1/25/23,1/29/23,,Toyota,Prius V,2013.0
53006,Vale do Sol,ios web,Referral,1/7/23,1/11/23,,,,,
53007,Porto Seguro,windows,Referral,1/25/23,1/25/23,,,,,
53008,Vale do Sol,android web,Organic,1/14/23,,,,,,
53009,Vale do Sol,ios web,Paid,1/17/23,,,,,,
53010,Vale do Sol,android web,Organic,1/19/23,,,,,,
53011,Vila Rica,ios web,Paid,1/7/23,,,,,,
53012,Vila Rica,windows,Referral,1/3/23,1/3/23,,,,,
53013,Porto Seguro,windows,Paid,1/7/23,1/7/23,,,,,
53014,Vila Rica,windows,Organic,1/24/23,1/25/23,,,,,
53015,Vale do Sol,ios web,Paid,1/1/23,,,,,,
53016,Vale do Sol,ios web,Paid,1/12/23,1/12/23,1/20/23,1/24/23,Subaru,Forester,2002.0
53017,Vale do Sol,mac,Paid,1/16/23,1/18/23,,,,,
53018,Porto Seguro,ios web,Organic,1/25/23,1/26/23,,,,,
53019,Vila Rica,android web,Referral,1/24/23,,,,,,
53020,Vale do Sol,ios web,Referral,1/31/23,2/3/23,,,,,
53021,Vale do Sol,mac,Organic,1/16/23,1/17/23,,,,,
53022,Vila Rica,windows,Paid,1/14/23,1/15/23,,,,,
53023,Porto Seguro,mac,Organic,1/5/23,1/9/23,1/11/23,2/19/23,Chevrolet,Equinox,2014.0
53024,Vale do Sol,android web,Paid,1/10/23,,,,,,
53025,Vale do Sol,ios web,Paid,1/21/23,1/23/23,,,,,
53026,Vale do Sol,other,Paid,1/3/23,1/3/23,,,,,
53027,Porto Seguro,ios web,Paid,1/13/23,1/15/23,,,,,
53028,Vila Rica,mac,Paid,1/12/23,1/12/23,1/18/23,,Mitsubishi,Lancer,2006.0
53029,Vila Rica,other,Paid,1/12/23,,,,,,
53030,Vila Rica,android web,Paid,1/13/23,1/20/23,,,,,
53031,Vale do Sol,ios web,Organic,1/20/23,1/20/23,1/23/23,,Toyota,Sienna,2006.0
53032,Vale do Sol,other,Organic,1/2/23,1/2/23,1/2/23,,Lexus,RX,2008.0
53033,Porto Seguro,mac,Referral,1/16/23,,,,,,
53034,Vale do Sol,android web,Paid,1/18/23,1/21/23,,,,,
53035,Vale do Sol,android web,Paid,1/6/23,,,,,,
53036,Vila Rica,mac,Referral,1/14/23,1/16/23,,,,,
53037,Vale do Sol,android web,Referral,1/5/23,,,,,,
53038,Vale do Sol,mac,Paid,1/16/23,1/16/23,1/16/23,1/16/23,Lexus,IS,2008.0
53039,Vale do Sol,android web,Paid,1/20/23,1/22/23,,,,,
53040,Porto Seguro,mac,Organic,1/23/23,,,,,,
53041,Porto Seguro,android web,Paid,1/16/23,1/18/23,,,,,
53042,Vale do Sol,ios web,Organic,1/28/23,,,,,,
53043,Vila Rica,android web,Organic,1/13/23,,,,,,
